movie_title,title_year
Escape from L.A.,1996.0
Twisted            ,
The Iron Giant,1999.0
The Life Aquatic with Steve Zissou,2004.0
Free State of Jones,2016.0
The Life of David Gale,2003.0
Man of the House,2005.0
Run All Night,2015.0
Eastern Promises,2007.0
Into the Blue,2005.0
The Messenger: The Story of Joan of Arc,1999.0
Your Highness,2011.0
Dream House,2011.0
Mad City,1997.0
Baby's Day Out,1994.0
The Scarlet Letter,1995.0
Fair Game,2010.0
Defiance            ,
Domino,2005.0
Jade,1995.0
Gamer,2009.0
Beautiful Creatures,2013.0
Death to Smoochy,2002.0
Zoolander 2,2016.0
The Big Bounce,2004.0
What Planet Are You From?,2000.0
Drive Angry,2011.0
Street Fighter: The Legend of Chun-Li,2009.0
The One,2001.0
Outlander            ,
The Adventures of Ford Fairlane,1990.0
Pirate Radio,2009.0
Traffic,2000.0
Indiana Jones and the Last Crusade,1989.0
Anna Karenina,2012.0
Chappie,2015.0
The Bone Collector,1999.0
Panic Room,2002.0
The Tooth Fairy,2006.0
Three Kings,1999.0
Child 44,2015.0
Rat Race,2001.0
K-PAX,2001.0
Kate & Leopold,2001.0
Bedazzled,2000.0
The Cotton Club,1984.0
3:10 to Yuma,2007.0
Taken 3,2014.0
Out of Sight,1998.0
The Cable Guy,1996.0
Earth,1998.0
Dick Tracy,1990.0
The Thomas Crown Affair,1999.0
Riding in Cars with Boys,2001.0
First Blood,1982.0
Solaris,1972.0
Happily N'Ever After,2006.0
Mary Reilly,1996.0
My Best Friend's Wedding,1997.0
America's Sweethearts,2001.0
Insomnia,2002.0
Star Trek: First Contact,1996.0
Jonah Hex,2010.0
Courage Under Fire,1996.0
Liar Liar,1997.0
The Infiltrator,2016.0
Inchon,1981.0
The Flintstones,1994.0
Taken 2,2012.0
Scary Movie 3,2003.0
Miss Congeniality,2000.0
Journey to the Center of the Earth,2008.0
The Princess Diaries 2: Royal Engagement,2004.0
The Pelican Brief,1993.0
The Client,1994.0
The Bucket List,2007.0
Patriot Games,1992.0
Monster-in-Law,2005.0
Prisoners,2013.0
Training Day,2001.0
Galaxy Quest,1999.0
Scary Movie 2,2001.0
The Muppets,2011.0
Blade,1998.0
Coach Carter,2005.0
Changing Lanes,2002.0
Anaconda,1997.0
Coyote Ugly,2000.0
Love Actually,2003.0
A Bug's Life,1998.0
From Hell,2001.0
The Specialist,1994.0
Tin Cup,1996.0
"Yours, Mine and Ours",1968.0
Kicking & Screaming,2005.0
The Hitchhiker's Guide to the Galaxy,2005.0
Fat Albert,2004.0
Resident Evil: Extinction,2007.0
Blended,2014.0
Last Holiday,2006.0
The River Wild,1994.0
The Indian in the Cupboard,1995.0
Savages,2012.0
Cellular,2004.0
Johnny English,2003.0
The Ant Bully,2006.0
Dune,1984.0
Across the Universe,2007.0
Revolutionary Road,2008.0
16 Blocks,2006.0
Babylon A.D.,2008.0
The Glimmer Man,1996.0
Multiplicity,1996.0
Aliens in the Attic,2009.0
The Pledge,2001.0
The Producers,2005.0
Dredd,2012.0
The Phantom,1996.0
All the Pretty Horses,2000.0
Nixon,1995.0
The Ghost Writer,2010.0
Deep Rising,1998.0
Miracle at St. Anna,2008.0
Curse of the Golden Flower,2006.0
Bangkok Dangerous,2008.0
Big Trouble,2002.0
Love in the Time of Cholera,2007.0
The Returned            ,
Shadow Conspiracy,1997.0
Johnny English Reborn,2011.0
Foodfight!,2012.0
Argo,2012.0
The Fugitive,1993.0
The Bounty Hunter,2010.0
Sleepers,1996.0
Rambo: First Blood Part II,1985.0
The Juror,1996.0
Pinocchio,1940.0
Heaven's Gate,1980.0
Underworld: Evolution,2006.0
Victor Frankenstein,2015.0
Finding Forrester,2000.0
28 Days,2000.0
Unleashed,2005.0
The Sweetest Thing,2002.0
The Firm,1993.0
Charlie St. Cloud,2010.0
The Mechanic,2011.0
21 Jump Street,2012.0
Notting Hill,1999.0
Chicken Run,2000.0
Along Came Polly,2004.0
Boomerang,1992.0
The Heat,2013.0
Cleopatra,1963.0
Here Comes the Boom,2012.0
High Crimes,2002.0
The Mirror Has Two Faces,1996.0
The Mothman Prophecies,2002.0
Brüno,2009.0
Licence to Kill,1989.0
Red Riding Hood,2011.0
15 Minutes,2001.0
Super Mario Bros.,1993.0
Lord of War,2005.0
Hero,2002.0
One for the Money,2012.0
The Interview,2014.0
The Warrior's Way,2010.0
McHale's Navy            ,
Micmacs,2009.0
8 Mile,2002.0
Animal Kingdom: Let's go Ape,2015.0
A Knight's Tale,2001.0
The Medallion,2003.0
The Sixth Sense,1999.0
Man on a Ledge,2012.0
The Big Year,2011.0
The Karate Kid,1984.0
American Hustle,2013.0
The Proposal,2009.0
Double Jeopardy,1999.0
Back to the Future Part II,1989.0
Lucy,2014.0
Fifty Shades of Grey,2015.0
Spy Kids 3-D: Game Over,2003.0
A Time to Kill,1996.0
Cheaper by the Dozen,2003.0
Lone Survivor,2013.0
A League of Their Own,1992.0
The Conjuring 2,2016.0
The Social Network,2010.0
He's Just Not That Into You,2009.0
Scary Movie 4,2006.0
Scream 3,2000.0
Back to the Future Part III,1990.0
Get Hard,2015.0
Bram Stoker's Dracula,1992.0
Julie & Julia,2009.0
42,2013.0
The Talented Mr. Ripley,1999.0
Dumb and Dumber To,2014.0
Eight Below,2006.0
The Intern,2015.0
Ride Along 2,2016.0
The Last of the Mohicans,1992.0
Ray,2004.0
Sin City,2005.0
Vantage Point,2008.0
"I Love You, Man",2009.0
Shallow Hal,2001.0
JFK,1991.0
Big Momma's House 2,2006.0
The Mexican,2001.0
Unbroken,2014.0
17 Again,2009.0
The Other Woman,2014.0
The Final Destination,2009.0
Bridge of Spies,2015.0
Behind Enemy Lines,2001.0
Get Him to the Greek,2010.0
Shall We Dance,2004.0
Small Soldiers,1998.0
Spawn,1997.0
The Count of Monte Cristo,2002.0
The Lincoln Lawyer,2011.0
Unknown,2011.0
The Prestige,2006.0
Horrible Bosses 2,2014.0
Escape from Planet Earth,2013.0
Apocalypto,2006.0
The Living Daylights,1987.0
Predators,2010.0
Legal Eagles,1986.0
Secret Window,2004.0
The Lake House,2006.0
The Skeleton Key,2005.0
The Odd Life of Timothy Green,2012.0
Made of Honor,2008.0
Jersey Boys,2014.0
The Rainmaker,1997.0
Gothika,2003.0
Amistad,1997.0
Medicine Man,1992.0
Aliens vs. Predator: Requiem,2007.0
Ri¢hie Ri¢h,1994.0
Autumn in New York,2000.0
Music and Lyrics,2007.0
Paul,2011.0
The Guilt Trip,2012.0
Scream 4,2011.0
8MM,1999.0
The Doors,1991.0
Sex Tape,2014.0
Hanging Up,2000.0
Final Destination 5,2011.0
Mickey Blue Eyes,1999.0
Pay It Forward,2000.0
Fever Pitch,2005.0
Arthur            ,
Drillbit Taylor,2008.0
A Million Ways to Die in the West,2014.0
The Shadow,1994.0
Extremely Loud & Incredibly Close,2011.0
Morning Glory,2010.0
Get Rich or Die Tryin',2005.0
The Art of War,2000.0
Rent,2005.0
Bless the Child,2000.0
The Out-of-Towners,1999.0
The Island of Dr. Moreau,1996.0
The Musketeer,2001.0
The Other Boleyn Girl,2008.0
Sweet November,2001.0
The Reaping,2007.0
Mean Streets,1973.0
Renaissance Man,1994.0
Colombiana,2011.0
The Magic Sword: Quest for Camelot,1998.0
City by the Sea,2002.0
At First Sight,1999.0
Torque,2004.0
City Hall,1996.0
Showgirls,1995.0
Marie Antoinette,2006.0
Kiss of Death,1995.0
Get Carter,2000.0
The Impossible,2012.0
Ishtar,1987.0
Fantastic Mr. Fox,2009.0
Life or Something Like It,2002.0
Memoirs of an Invisible Man,1992.0
Amélie,2001.0
New York Minute,2004.0
Alfie,2004.0
Big Miracle,2012.0
The Deep End of the Ocean,1999.0
Feardotcom,2002.0
Cirque du Freak: The Vampire's Assistant,2009.0
Victor Frankenstein,2015.0
Duplex,2003.0
Soul Men,2008.0
Raise the Titanic,1980.0
Universal Soldier: The Return,1999.0
Pandorum,2009.0
Impostor,2001.0
Extreme Ops,2002.0
Just Visiting,2001.0
Sunshine,2007.0
A Thousand Words,2012.0
Delgo,2008.0
The Gunman,2015.0
Alex Rider: Operation Stormbreaker,2006.0
Disturbia,2007.0
Hackers,1995.0
The Hunting Party,2007.0
The Hudsucker Proxy,1994.0
The Warlords,2007.0
Nomad: The Warrior,2005.0
Snowpiercer,2013.0
A Monster in Paris,2011.0
The Last Shot,2004.0
The Crow,1994.0
Baahubali: The Beginning,2015.0
The Time Traveler's Wife,2009.0
Because I Said So,2007.0
The Fast and the Furious,2001.0
Frankenweenie,2012.0
Serenity,2005.0
Against the Ropes,2004.0
Superman III,1983.0
Grudge Match,2013.0
Red Cliff,2008.0
Sweet Home Alabama,2002.0
The Ugly Truth,2009.0
Sgt. Bilko,1996.0
Spy Kids 2: Island of Lost Dreams,2002.0
Star Trek: Generations,1994.0
The Grandmaster,2013.0
Water for Elephants,2011.0
3rd Rock from the Sun            ,
Dragon Nest: Warriors' Dawn,2014.0
The Hurricane,1999.0
Enough,2002.0
Heartbreakers,2001.0
Paul Blart: Mall Cop 2,2015.0
Angel Eyes,2001.0
Joe Somebody,2001.0
The Ninth Gate,1999.0
Extreme Measures,1996.0
Rock Star,2001.0
Precious,2009.0
White Squall,1996.0
The Thing,1982.0
Riddick,2013.0
Switchback,1997.0
Texas Rangers,2001.0
City of Ember,2008.0
The Master,2012.0
Virgin Territory,2007.0
The Express,2008.0
The 5th Wave,2016.0
Creed,2015.0
The Town,2010.0
What to Expect When You're Expecting,2012.0
Burn After Reading,2008.0
Nim's Island,2008.0
Rush,2013.0
Magnolia,1999.0
Cop Out,2010.0
How to Be Single,2016.0
Dolphin Tale,2011.0
Twilight,2008.0
John Q,2002.0
Blue Streak,1999.0
We're the Millers,2013.0
Obitaemyy ostrov,2009.0
Breakdown,1997.0
Never Say Never Again,1983.0
Hot Tub Time Machine,2010.0
Dolphin Tale 2,2014.0
Reindeer Games,2000.0
A Man Apart,2003.0
Aloha,2015.0
Ghosts of Mississippi,1996.0
Snow Falling on Cedars,1999.0
The Rite,2011.0
Gattaca,1997.0
Isn't She Great,2000.0
Space Chimps,2008.0
Head of State,2003.0
The Hangover,2009.0
Ip Man 3,2015.0
Austin Powers: The Spy Who Shagged Me,1999.0
Batman,1989.0
There Be Dragons,2011.0
Lethal Weapon 3,1992.0
The Blind Side,2009.0
Rush Hour            ,
Spy Kids,2001.0
Horrible Bosses,2011.0
True Grit,2010.0
The Devil Wears Prada,2006.0
Star Trek: The Motion Picture,1979.0
Identity Thief,2013.0
Cape Fear,1991.0
21,2008.0
Trainwreck,2015.0
Guess Who,2005.0
The English Patient,1996.0
L.A. Confidential,1997.0
Sky High,2005.0
In & Out,1997.0
Species,1995.0
A Nightmare on Elm Street,1984.0
The Cell,2000.0
The Man in the Iron Mask,1998.0
Secretariat,2010.0
TMNT,2007.0
Radio,2003.0
Friends with Benefits,2011.0
Neighbors 2: Sorority Rising,2016.0
Saving Mr. Banks,2013.0
Malcolm X,1992.0
This Is 40,2012.0
Old Dogs,2009.0
Underworld: Rise of the Lycans,2009.0
License to Wed,2007.0
The Benchwarmers,2006.0
Must Love Dogs,2005.0
Donnie Brasco,1997.0
Resident Evil,2002.0
Poltergeist,1982.0
The Ladykillers,2004.0
Max Payne,2008.0
In Time,2011.0
The Back-up Plan,2010.0
Something Borrowed,2011.0
Hit the Floor            ,
Black Knight,2001.0
The Bad News Bears,1976.0
Street Fighter,1994.0
The Pianist,2002.0
From Hell,2001.0
The Nativity Story,2006.0
House of Wax,2005.0
Closer,2004.0
J. Edgar,2011.0
Mirrors,2008.0
Queen of the Damned,2002.0
Predator 2,1990.0
Untraceable,2008.0
Blast from the Past,1999.0
Flash Gordon,1980.0
Jersey Girl,2004.0
Alex Cross,2012.0
Midnight in the Garden of Good and Evil,1997.0
Heist,2015.0
Nanny McPhee Returns,2010.0
Hoffa,1992.0
The X Files: I Want to Believe,2008.0
Ella Enchanted,2004.0
Concussion,2015.0
Abduction,2011.0
Valiant,2005.0
Wonder Boys,2000.0
Superhero Movie,2008.0
Broken City,2013.0
Cursed,2005.0
Premium Rush,2012.0
Hot Pursuit,2015.0
The Four Feathers,2002.0
Parker,2013.0
Wimbledon,2004.0
Furry Vengeance,2010.0
Bait,2012.0
Krull,1983.0
Lions for Lambs,2007.0
Flight of the Intruder,1991.0
Walk Hard: The Dewey Cox Story,2007.0
The Shipping News,2001.0
American Outlaws,2001.0
The Young Victoria,2009.0
Whiteout,2009.0
The Tree of Life,2011.0
Knock Off,1998.0
Sabotage,2014.0
The Order,2003.0
Punisher: War Zone,2008.0
Zoom,2006.0
The Walk,2015.0
Warriors of Virtue,1997.0
A Good Year,2006.0
Luther            ,
Radio Flyer,1992.0
"Blood In, Blood Out",1993.0
Smilla's Sense of Snow,1997.0
Femme Fatale,2002.0
Lion of the Desert,1980.0
The Horseman on the Roof,1995.0
Ride with the Devil,1999.0
Biutiful,2010.0
The Lovers,2015.0
Bandidas,2006.0
Black Water Transit,2009.0
The Maze Runner,2014.0
Unfinished Business,2015.0
The Age of Innocence,1993.0
The Fountain,2006.0
Chill Factor,1999.0
Stolen,2012.0
Ponyo,2008.0
The Longest Ride,2015.0
The Astronaut's Wife,1999.0
I Dreamed of Africa,2000.0
Playing for Keeps,2012.0
Mandela: Long Walk to Freedom,2013.0
Reds,1981.0
A Few Good Men,1992.0
Exit Wounds,2001.0
Big Momma's House,2000.0
Thunder and the House of Magic,2013.0
The Darkest Hour,2011.0
Step Up Revolution,2012.0
Snakes on a Plane,2006.0
The Watcher,2000.0
The Punisher,2004.0
Goal! The Dream Begins,2005.0
Safe,2012.0
Pushing Tin,1999.0
Star Wars: Episode VI - Return of the Jedi,1983.0
Doomsday,2008.0
The Reader,2008.0
Wanderlust,2012.0
Elf,2003.0
Phenomenon,1996.0
Snow Dogs,2002.0
Scrooged,1988.0
Nacho Libre,2006.0
Bridesmaids,2011.0
This Is the End,2013.0
Stigmata,1999.0
Men of Honor,2000.0
Takers,2010.0
The Big Wedding,2013.0
"Big Mommas: Like Father, Like Son",2011.0
Source Code,2011.0
Alive,1993.0
The Number 23,2007.0
The Young and Prodigious T.S. Spivet,2013.0
1941,1979.0
Dreamer: Inspired by a True Story,2005.0
A History of Violence,2005.0
Transporter 2,2005.0
The Quick and the Dead,1995.0
Laws of Attraction,2004.0
Bringing Out the Dead,1999.0
Repo Men,2010.0
Dragon Wars: D-War,2007.0
Bogus,1996.0
The Incredible Burt Wonderstone,2013.0
Cats Don't Dance,1997.0
Cradle Will Rock,1999.0
The Good German,2006.0
George and the Dragon,2004.0
Apocalypse Now,1979.0
Going the Distance,2010.0
Mr. Holland's Opus,1995.0
Criminal,2016.0
Out of Africa,1985.0
Flight,2012.0
Moonraker,1979.0
The Grand Budapest Hotel,2014.0
Hearts in Atlantis,2001.0
Arachnophobia,1990.0
Frequency,2000.0
Ghostbusters,2016.0
Vacation,2015.0
Get Shorty,1995.0
Chicago,2002.0
Big Daddy,1999.0
American Pie 2,2001.0
Toy Story,1995.0
Speed,1994.0
The Vow,2012.0
Extraordinary Measures,2010.0
Remember the Titans,2000.0
The Hunt for Red October,1990.0
Lee Daniels' The Butler,2013.0
Dodgeball: A True Underdog Story,2004.0
The Addams Family,1991.0
Ace Ventura: When Nature Calls,1995.0
The Princess Diaries,2001.0
The First Wives Club,1996.0
Se7en,1995.0
District 9,2009.0
The SpongeBob SquarePants Movie,2004.0
Mystic River,2003.0
Million Dollar Baby,2004.0
Analyze This,1999.0
The Notebook,2004.0
27 Dresses,2008.0
Hannah Montana: The Movie,2009.0
Rugrats in Paris: The Movie,2000.0
The Prince of Tides,1991.0
Legends of the Fall,1994.0
Up in the Air,2009.0
About Schmidt,2002.0
Warm Bodies,2013.0
Looper,2012.0
Down to Earth,2001.0
Babe,1995.0
Hope Springs,2012.0
Forgetting Sarah Marshall,2008.0
Friday Night Lights            ,
Four Brothers,2005.0
Baby Mama,2008.0
Hope Floats,1998.0
Bride Wars,2009.0
Without a Paddle,2004.0
13 Going on 30,2004.0
Midnight in Paris,2011.0
The Nut Job,2014.0
Blow,2001.0
Message in a Bottle,1999.0
Star Trek V: The Final Frontier,1989.0
Like Mike,2002.0
Naked Gun 33 1/3: The Final Insult,1994.0
A View to a Kill,1985.0
The Curse of the Were-Rabbit,2005.0
P.S. I Love You,2007.0
Racing Stripes,2005.0
Atonement,2007.0
Letters to Juliet,2010.0
Black Rain,1989.0
The Three Stooges,2012.0
Corpse Bride,2005.0
Glory Road,2006.0
Sicario,2015.0
Southpaw,2015.0
Drag Me to Hell,2009.0
The Age of Adaline,2015.0
Secondhand Lions,2003.0
Step Up 3D,2010.0
Blue Crush,2002.0
Stranger Than Fiction,2006.0
30 Days of Night,2007.0
The Cabin in the Woods,2012.0
Meet the Spartans,2008.0
Midnight Run,1988.0
The Running Man,1987.0
Little Shop of Horrors,1986.0
Hanna,2011.0
The Family            ,
Mortal Kombat: Annihilation,1997.0
Larry Crowne,2011.0
Carrie,2013.0
Take the Lead,2006.0
Entourage            ,
Gridiron Gang,2006.0
What's the Worst That Could Happen?,2001.0
9,2009.0
Side Effects,2013.0
The Prince and Me,2004.0
Winnie the Pooh,2011.0
Dumb and Dumberer: When Harry Met Lloyd,2003.0
Bulworth,1998.0
Get on Up,2014.0
One True Thing,1998.0
Virtuosity,1995.0
My Super Ex-Girlfriend,2006.0
Deliver Us from Evil,2014.0
Sanctum,2011.0
Little Black Book,2004.0
The Five-Year Engagement,2012.0
Mr 3000,2004.0
The Next Three Days,2010.0
Ultraviolet,2006.0
Assault on Precinct 13,2005.0
The Replacement Killers,1998.0
Fled,1996.0
Eight Legged Freaks,2002.0
Love & Other Drugs,2010.0
88 Minutes,2007.0
North Country,2005.0
The Whole Ten Yards,2004.0
Splice,2009.0
Howard the Duck,1986.0
Pride and Glory,2008.0
The Cave,2005.0
Alex & Emma,2003.0
Wicker Park,2004.0
Fright Night,2011.0
The New World,2005.0
Wing Commander,1999.0
In Dreams,1999.0
Dragonball: Evolution,2009.0
The Last Stand,2013.0
Godsend,2004.0
Chasing Liberty,2004.0
Hoodwinked Too! Hood vs. Evil,2011.0
An Unfinished Life,2005.0
The Imaginarium of Doctor Parnassus,2009.0
Barney's Version,2010.0
Trapped            ,
Runner Runner,2013.0
Antitrust,2001.0
Glory,1989.0
Once Upon a Time in America,1984.0
Dead Man Down,2013.0
The Merchant of Venice,2004.0
The Good Thief,2002.0
Supercross,2005.0
Miss Potter,2006.0
The Promise,2005.0
DOA: Dead or Alive,2006.0
The Assassination of Jesse James by the Coward Robert Ford,2007.0
1911,2011.0
Little Nicholas,2009.0
Wild Card,2015.0
Machine Gun Preacher,2011.0
Animals United,2010.0
The Color of Freedom,2007.0
United Passions,2014.0
Grace of Monaco,2014.0
A Warrior's Tail,2015.0
Ripley's Game,2002.0
Sausage Party,2016.0
Pitch Perfect 2,2015.0
Walk the Line,2005.0
12 Monkeys            ,
Keeping the Faith,2000.0
The Borrowers,1997.0
Frost/Nixon,2008.0
Confessions of a Dangerous Mind,2002.0
Serving Sara,2002.0
The Boss,2016.0
Cry Freedom,1987.0
Mumford,1999.0
Seed of Chucky,2004.0
The Jacket,2005.0
Aladdin,1992.0
Straight Outta Compton,2015.0
Indiana Jones and the Temple of Doom,1984.0
The Rugrats Movie,1998.0
Along Came a Spider,2001.0
Florence Foster Jenkins,2016.0
Once Upon a Time in Mexico,2003.0
Die Hard,1988.0
Role Models,2008.0
The Big Short,2015.0
Taking Woodstock,2009.0
Miracle,2004.0
Dawn of the Dead,2004.0
The Wedding Planner,2001.0
Harlock: Space Pirate,2013.0
The Royal Tenenbaums,2001.0
Identity,2003.0
Last Vegas,2013.0
For Your Eyes Only,1981.0
Serendipity,2001.0
Timecop,1994.0
Zoolander,2001.0
Safe Haven,2013.0
Hocus Pocus,1993.0
No Reservations,2007.0
Kick-Ass,2010.0
30 Minutes or Less,2011.0
Dracula 2000,2000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014.0
Pride & Prejudice,2005.0
Blade Runner,1982.0
Rob Roy,1995.0
3 Days to Kill,2014.0
We Own the Night,2007.0
Lost Souls,2000.0
Winged Migration,2001.0
Just My Luck,2006.0
"Mystery, Alaska",1999.0
The Spy Next Door,2010.0
A Simple Wish,1997.0
Ghosts of Mars,2001.0
Our Brand Is Crisis,2015.0
Pride and Prejudice and Zombies,2016.0
Kundun,1997.0
How to Lose Friends & Alienate People,2008.0
Kick-Ass 2,2013.0
Captain Alatriste: The Spanish Musketeer,2006.0
Brick Mansions,2014.0
Octopussy,1983.0
Knocked Up,2007.0
My Sister's Keeper,2009.0
"Welcome Home, Roscoe Jenkins",2008.0
A Passage to India,1984.0
Notes on a Scandal,2006.0
Rendition,2007.0
Limitless            ,
Star Trek VI: The Undiscovered Country,1991.0
Divine Secrets of the Ya-Ya Sisterhood,2002.0
The Jungle Book,2016.0
Kiss the Girls,1997.0
The Blues Brothers,1980.0
The Sisterhood of the Traveling Pants 2,2008.0
Joyful Noise,2012.0
About a Boy,2002.0
Lake Placid,1999.0
Lucky Number Slevin,2006.0
The Right Stuff,1983.0
Anonymous,2011.0
The NeverEnding Story,1984.0
Dark City,1998.0
The Duchess,2008.0
The Honeymooners            ,
Return to Oz,1985.0
The Newton Boys,1998.0
Case 39,2009.0
Suspect Zero,2004.0
Martian Child,2007.0
Spy Kids: All the Time in the World in 4D,2011.0
Money Monster,2016.0
Formula 51,2001.0
Flawless,1999.0
Mindhunters,2004.0
What Just Happened,2008.0
The Statement,2003.0
The Magic Flute,2006.0
Paul Blart: Mall Cop,2009.0
Freaky Friday,2003.0
The 40-Year-Old Virgin,2005.0
Shakespeare in Love,1998.0
A Walk Among the Tombstones,2014.0
Kindergarten Cop,1990.0
Pineapple Express,2008.0
Ever After: A Cinderella Story,1998.0
Open Range,2003.0
Flatliners,1990.0
It's Always Sunny in Philadelphia            ,
A Bridge Too Far,1977.0
Red Eye,2005.0
Final Destination 2,2003.0
"O Brother, Where Art Thou?",2000.0
Legion,2010.0
Pain & Gain,2013.0
In Good Company,2004.0
Clockstoppers,2002.0
Silverado,1985.0
Brothers,2009.0
Agent Cody Banks 2: Destination London,2004.0
New Year's Eve,2011.0
Original Sin,2001.0
The Raven,2012.0
Welcome to Mooseport,2004.0
Highlander: The Final Dimension,1994.0
Blood and Wine,1996.0
Snow White: A Tale of Terror,1997.0
The Curse of the Jade Scorpion,2001.0
Accidental Love,2015.0
Flipper,1996.0
Self/less,2015.0
The Constant Gardener,2005.0
The Passion of the Christ,2004.0
Mrs. Doubtfire,1993.0
Rain Man,1988.0
Gran Torino,2008.0
W.,2008.0
Taken,2008.0
The Best of Me,2014.0
The Bodyguard,1992.0
Schindler's List,1993.0
The Help,2011.0
The Fifth Estate,2013.0
Scooby-Doo 2: Monsters Unleashed,2004.0
Viy,2014.0
Freddy vs. Jason,2003.0
The Face of an Angel,2014.0
Jimmy Neutron: Boy Genius,2001.0
Cloverfield,2008.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0
The Untouchables,1987.0
No Country for Old Men,2007.0
Ride Along,2014.0
Bridget Jones's Diary,2001.0
Chocolat,2000.0
"Legally Blonde 2: Red, White & Blonde",2003.0
Parental Guidance,2012.0
No Strings Attached,2011.0
Tombstone,1993.0
Romeo Must Die,2000.0
The Omen,1976.0
Final Destination 3,2006.0
The Lucky One,2012.0
Bridge to Terabithia,2007.0
Finding Neverland,2004.0
A Madea Christmas,2013.0
The Grey,2011.0
Hide and Seek,2005.0
Anchorman: The Legend of Ron Burgundy,2004.0
Goodfellas,1990.0
Agent Cody Banks,2003.0
Nanny McPhee,2005.0
Scarface,1983.0
Nothing to Lose,1997.0
The Last Emperor,1987.0
Contraband,2012.0
Money Talks,1997.0
There Will Be Blood,2007.0
The Wild Thornberrys Movie,2002.0
Rugrats Go Wild,2003.0
Undercover Brother,2002.0
The Sisterhood of the Traveling Pants,2005.0
Kiss of the Dragon,2001.0
The House Bunny,2008.0
Beauty Shop,2005.0
Million Dollar Arm,2014.0
The Giver,2014.0
What a Girl Wants,2003.0
Jeepers Creepers II,2003.0
Good Luck Chuck,2007.0
Cradle 2 the Grave,2003.0
The Hours,2002.0
She's the Man,2006.0
Mr. Bean's Holiday,2007.0
Anacondas: The Hunt for the Blood Orchid,2004.0
Blood Ties,2013.0
August Rush,2007.0
Elizabeth,1998.0
Bride of Chucky,1998.0
Tora! Tora! Tora!,1970.0
Spice World,1997.0
The Sitter,2011.0
Dance Flick,2009.0
The Shawshank Redemption,1994.0
Crocodile Dundee in Los Angeles,2001.0
Kingpin,1996.0
The Gambler,2014.0
August: Osage County,2013.0
Ice Princess,2005.0
A Lot Like Love,2005.0
Eddie the Eagle,2016.0
He Got Game,1998.0
Don Juan DeMarco,1994.0
Shaun the Sheep            ,
Dear John,2010.0
The Losers,2010.0
Don't Be Afraid of the Dark,2010.0
War,2007.0
Punch-Drunk Love,2002.0
EuroTrip,2004.0
Half Past Dead,2002.0
Unaccompanied Minors,2006.0
"Bright Lights, Big City",1988.0
The Adventures of Pinocchio,1996.0
The Greatest Game Ever Played,2005.0
The Box,2009.0
The Ruins,2008.0
The Next Best Thing,2000.0
My Soul to Take,2010.0
The Girl Next Door,2004.0
Maximum Risk,1996.0
Stealing Harvard,2002.0
Legend,2015.0
Hot Rod,2007.0
Shark Night 3D,2011.0
Angela's Ashes,1999.0
Draft Day,2014.0
Lifeforce,1985.0
The Powerpuff Girls            ,
The Conspirator,2010.0
Lords of Dogtown,2005.0
The 33,2015.0
Big Trouble in Little China,1986.0
A Perfect Plan,2012.0
Warrior,2011.0
Michael Collins,1996.0
Gettysburg,1993.0
Stop-Loss,2008.0
Abandon,2002.0
Brokedown Palace,1999.0
The Possession,2012.0
Mrs. Winterbourne,1996.0
Straw Dogs,2011.0
The Hoax,2006.0
Stone Cold,1991.0
The Road,2009.0
Sheena,1984.0
Underclassman,2005.0
Say It Isn't So,2001.0
The World's Fastest Indian,2005.0
Snakes on a Plane,2006.0
Tank Girl,1995.0
King's Ransom,2005.0
Blindness,2008.0
BloodRayne,2005.0
Carnage,2011.0
Where the Truth Lies,2005.0
Cirque du Soleil: Worlds Away,2012.0
Without Limits,1998.0
Me and Orson Welles,2008.0
The Best Offer,2013.0
Bad Lieutenant: Port of Call New Orleans,2009.0
A Turtle's Tale: Sammy's Adventures,2010.0
Little White Lies,2010.0
Love Ranch,2010.0
The True Story of Puss'N Boots,2009.0
Space Dogs,2010.0
The Counselor,2013.0
Ironclad,2011.0
Waterloo,1970.0
Kung Fu Killer,2014.0
Red Sky,2014.0
Dangerous Liaisons,1988.0
On the Road,2012.0
Star Trek IV: The Voyage Home,1986.0
Rocky Balboa,2006.0
Point Break,2015.0
Scream 2,1997.0
Jane Got a Gun,2016.0
Think Like a Man Too,2014.0
The Whole Nine Yards,2000.0
Footloose,1984.0
Old School,2003.0
The Fisher King,1991.0
I Still Know What You Did Last Summer,1998.0
Return to Me,2000.0
Zack and Miri Make a Porno,2008.0
Nurse Betty,2000.0
The Men Who Stare at Goats,2009.0
Double Take,2001.0
"Girl, Interrupted",1999.0
Win a Date with Tad Hamilton!,2004.0
Muppets from Space,1999.0
The Wiz,1978.0
Ready to Rumble,2000.0
Play It to the Bone,1999.0
I Don't Know How She Does It,2011.0
Piranha 3D,2010.0
Beyond the Sea,2004.0
Meet the Deedles,1998.0
The Princess and the Cobbler,1993.0
The Bridge of San Luis Rey,2004.0
Faster,2010.0
Howl's Moving Castle,2004.0
Zombieland,2009.0
King Kong,2005.0
The Waterboy,1998.0
Star Wars: Episode V - The Empire Strikes Back,1980.0
Bad Boys,1995.0
The Naked Gun 2½: The Smell of Fear,1991.0
Final Destination,2000.0
The Ides of March,2011.0
Pitch Black,2000.0
